code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category
8906036675750,http://world-en.openfoodfacts.org/product/8906036675750/nandini-goodlife-plus-toned-milk,Nandini GoodLife Plus Toned Milk,,1L,Nandini,"Dairies, Milks, en:pasteurised-milks","Milk Solids, Vitamin A & Vitamin D Milk Fat: 3.0% (Min) & SNF: 8.5% (Min)","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,0,,0,b,Milk and dairy products,Milk and yogurt,1000,Pasteurised milks,https://images.openfoodfacts.org/images/products/890/603/667/5750/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5750/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5750/ingredients_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5750/ingredients_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5750/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5750/nutrition_en.7.200.jpg,,60,251,,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093,4.8,4.8,,,,,,,,,,,,,,3.3,,,,0.125,,0.05,,,,,,,,,,,,,,,,,,,,,0.124,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,1,b,,,,0,b,Beverages
8906036675248,http://world-en.openfoodfacts.org/product/8906036675248/double-toned-milk-nandini,Double Toned Milk,,,Nandini,"Dairies,Milks","Milk Solids, Vitamin A & Vitamin D Milk Fat: 1.3% (Min.), Milk SNF: 9,0% (Min.)","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,0,,-1,a,Milk and dairy products,Milk and yogurt,,Milks,https://images.openfoodfacts.org/images/products/890/603/667/5248/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5248/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5248/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5248/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5248/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5248/nutrition_en.7.200.jpg,,46,192,,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039,5.1,5.1,,,,,,,,,,,,,,3.5,,,,0.125,,0.05,,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,,,,,,,,,,,0,,,,,,-1,,,,,,,,,,,,0,a,,,,-1,a,Beverages
8906036675163,http://world-en.openfoodfacts.org/product/8906036675163/milk-peda-nandini,Milk Peda,,250g,Nandini,"Snacks, Desserts, Sweet snacks, Confectioneries","Milk solids, Sugar","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,27,e,Sugary snacks,Sweets,250,Confectioneries,https://images.openfoodfacts.org/images/products/890/603/667/5163/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5163/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5163/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5163/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5163/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/5163/nutrition_en.5.200.jpg,,454,1900,,19.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0596,55,55,34,,,,,,,,,,0,,,13.7,,,,0.51,,0.204,,,,,,,,,,,,,,,,,,,,,0.514,,,,,,,,,,,,,,,,,,0,,,,,,27,,,,,,,,,,,,32,e,,,,27,e,Cheese
8906036674739,http://world-en.openfoodfacts.org/product/8906036674739/special-toned-milk-nandini,Special Toned Milk,,200ml,Nandini,"Dairies, Milks, Pasteurised milks, Toned milk","Milk Solids, Added Vitamin A & Vitamin D Milk Fat: 4.0% (Min.), Milk SNF: 9.0% (Min.)","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",en:milk,,0,,,unknown,Milk and dairy products,Milk and yogurt,200,Toned-milk,https://images.openfoodfacts.org/images/products/890/603/667/4739/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/4739/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/4739/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/4739/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/4739/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/4739/nutrition_en.10.200.jpg,,71,297,,4.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,,,,,,,,,,,,,,3.5,,,,,,,,0,,5.00E-07,,,,,,,,,,,,,,,,,0.127,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,b,,,,,unknown,Beverages
8906036670441,http://world-en.openfoodfacts.org/product/8906036670441/goodlife-slim-nandini,goodlife slim,,1L,Nandini,"Dairies, Milks, Skimmed milks","Milk Solids, Added Vitamin A & Added Vitamin D","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,-1,a,Milk and dairy products,Milk and yogurt,1000,Skimmed milks,https://images.openfoodfacts.org/images/products/890/603/667/0441/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/0441/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/0441/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/0441/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/603/667/0441/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/667/0441/nutrition_en.3.200.jpg,,39,163,,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,,,,,,,,,,,0,,,3.5,,,,0,,0,,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,,,,,,,,,,,0,,,,,,-1,,,,,,,,,,,,0,a,,,,-1,a,Cheese
8906036303950,http://world-en.openfoodfacts.org/product/8906036303950/soan-papdi-elaichi-karia-s,Soan Papdi Elaichi,,250g,karia's,"dessert,Sweet snacks","Sugar (Refined), Wheat Flour, Gram Flour, Refined Palmolein Oil, Hydrogenated Vegetable Oil, Ghee (Clarified Butter), Liquid Glucose, 100% Veg Almonds & Pistachio & Cardamom.","en:palm-oil,en:non-vegan,en:vegetarian",,,0,,,unknown,unknown,unknown,250,Sweet snacks,https://images.openfoodfacts.org/images/products/890/603/630/3950/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/630/3950/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/603/630/3950/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/630/3950/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/603/630/3950/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/603/630/3950/nutrition_en.8.200.jpg,,498,2084,,25.57,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75,49.03,,,,,,,,,,,0.71,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,30,e,,,,,unknown,General Food
8906035030017,http://world-en.openfoodfacts.org/product/8906035030017/refined-palmolein-oil-first-klass,REFINED PALMOLEIN OIL,,1L,First Klass,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Palm oils, Palm oil refined",REFINED PALMOLEIN OIL,"en:palm-oil,en:vegan,en:vegetarian",,,0,,17,d,Fat and sauces,Fats,1000,Palm oil refined,https://images.openfoodfacts.org/images/products/890/603/503/0017/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/603/503/0017/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/603/503/0017/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/603/503/0017/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/603/503/0017/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/503/0017/nutrition_en.3.200.jpg,,900,3766,,100,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,17,,,,,,,,,,,,20,e,,,,17,d,Fat/Nuts/Oil/Seeds
8906033950874,http://world-en.openfoodfacts.org/product/8906033950874/sev-g-pulla-reddy-s,Sev,,150g,G pulla reddy's,"Snacks, Salty snacks","Bengal Gram Flour,Edible Vegetable (Palmolein) oil, salt","en:palm-oil,en:vegan-status-unknown,en:vegetarian",,,0,,12,d,unknown,unknown,150,Salty snacks,https://images.openfoodfacts.org/images/products/890/603/395/0874/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/603/395/0874/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/603/395/0874/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/603/395/0874/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/603/395/0874/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/395/0874/nutrition_en.3.200.jpg,,521,2180,,33,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4.5,,,,,,,,,,,3.4,,,4,,,,1.2775,,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,,,,,,12,,,,,,,,,,,,16,d,,,,12,d,General Food
8906032341062,http://world-en.openfoodfacts.org/product/8906032341062/milk-ma-whole-wheat-critters,Milk-Ma whole wheat critters,,150g,Milk Ma,"Plant-based foods and beverages,Plant-based foods,snacks","WHEAT FLOUR, SUGAR, VEG. SHORTENING, MILK, MIXED SPICES AND GLUCOSE POWDER.","en:may-contain-palm-oil,en:non-vegan,en:vegetarian","en:gluten,en:milk",,0,,2,b,unknown,unknown,150,Snacks,https://images.openfoodfacts.org/images/products/890/603/234/1062/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/603/234/1062/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/603/234/1062/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/603/234/1062/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/603/234/1062/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/603/234/1062/nutrition_en.10.200.jpg,,362,1515,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1.14,,,,,,,,,,,1.42,,,6.28,,,,0.5175,,0.207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,4,c,,,,2,b,General Food
8906032019282,http://world-en.openfoodfacts.org/product/8906032019282/rolled-oats-patanjali,Rolled Oats,,200g,Patanjali,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, Flakes, Cereal flakes, Rolled flakes, Rolled oats, Oat",Rolled Oats,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-4,a,Cereals and potatoes,Breakfast cereals,200,Oat,https://images.openfoodfacts.org/images/products/890/603/201/9282/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/603/201/9282/front_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/603/201/9282/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/603/201/9282/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/603/201/9282/nutrition_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/603/201/9282/nutrition_en.13.200.jpg,,411,1720,,10.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,0.9,,,,,,,,,,,10,,,12.1,,,,0.01325,,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-4,,,,,,,,,,,,-4,a,,,,-4,a,General Food
8906032010982,http://world-en.openfoodfacts.org/product/8906032010982/nutrela-soya-chunks,Nutrela Soya Chunks,,,Nutrela,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Soy beans","Defatted Soy Once opened, transfer the contents into an airtight container. STORE IN A DRY PLACE. tity: A 1kg 0910% 0.8290390 VALUES IN BRACKET ARE % RDA PER SERVE. RECOMMENDED DIETARY ALLOWANCE CALCULATED ON THE BASIS OF","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,0,,0,b,Cereals and potatoes,Legumes,,Soy beans,,,https://images.openfoodfacts.org/images/products/890/603/201/0982/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/603/201/0982/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/603/201/0982/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/603/201/0982/nutrition_en.6.200.jpg,,354.14,1482,,0.82,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,7.18,,,,,,,,,,,0,,,53.19,,,,0.008,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,-1,a,,,,0,b,Fat/Nuts/Oil/Seeds
8906031880029,http://world-en.openfoodfacts.org/product/8906031880029/sukku-kaapi-mix-rajam,Sukku Kaapi Mix,,50 gm,Rajam,Beverages,"DRY GINGER, CORIANDER, PEPPER. THIPPLI, NANNARI, ATHIMATHURAM, ASWAGANDHA, CITHARATHAI, TURMERIC, NUTMEG, FENUGREEK, PALM JAGGERY","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,0,,,unknown,Beverages,Unsweetened beverages,50,Beverages,https://images.openfoodfacts.org/images/products/890/603/188/0029/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/188/0029/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/603/188/0029/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/603/188/0029/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/603/188/0029/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/603/188/0029/nutrition_en.12.200.jpg,,389,1628,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,80,,,,,,,,,,,0.8,,,1.6,,,,0.2025,,0.081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,20,e,,,,,unknown,General Food
8906030960043,http://world-en.openfoodfacts.org/product/8906030960043/pattabhi-ragi-flour,Pattabhi Ragi Flour,,500 g,Pattabhi,Flours,Ragi,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,0,,,unknown,unknown,unknown,500,Flours,https://images.openfoodfacts.org/images/products/890/603/096/0043/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/096/0043/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/603/096/0043/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/603/096/0043/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/603/096/0043/nutrition_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/603/096/0043/nutrition_en.14.200.jpg,,328,1372,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,3.6,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,General Food
8906027149116,http://world-en.openfoodfacts.org/product/8906027149116/eggs-suguna,Eggs,,30,Suguna,"Farming products, Eggs, Chicken eggs",Eggs,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",,,0,,,unknown,Fish Meat Eggs,Eggs,,Chicken eggs,https://images.openfoodfacts.org/images/products/890/602/714/9116/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/714/9116/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/602/714/9116/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/602/714/9116/nutrition_en.4.200.jpg,,135,565,,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-4,a,,,,,unknown,General Food
8906027140489,http://world-en.openfoodfacts.org/product/8906027140489/delfrez-eggs-suguna-foods,Delfrez Eggs,,,Suguna Foods,Eggs,Eggs,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Fish Meat Eggs,Eggs,,Eggs,https://images.openfoodfacts.org/images/products/890/602/714/0489/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/714/0489/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/602/714/0489/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/602/714/0489/nutrition_en.5.200.jpg,,135,565,,9.15,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,0.049,0.185,,,,,,,3.30E-05,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-4,a,,,,,unknown,General Food
8906025503095,http://world-en.openfoodfacts.org/product/8906025503095/milk-pasturesized-and-homogenized-toned-milk-vijaya,Milk Pasturesized And Homogenized Toned Milk,,500ml,Vijaya,Milk,"Milk Solids. Vitamin A, Vitamin D2 (ergocalciferol).","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,1,b,Milk and dairy products,Milk and yogurt,500,Milks,https://images.openfoodfacts.org/images/products/890/602/550/3095/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/550/3095/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/602/550/3095/ingredients_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/602/550/3095/ingredients_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/602/550/3095/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/602/550/3095/nutrition_en.5.200.jpg,244,58.2,244,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,4.7,4.7,,,,,,,,,,,,,,3.1,,,,0.125,,0.05,,0,,5.00E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,1,b,,,,1,b,Beverages
8906024482056,http://world-en.openfoodfacts.org/product/8906024482056/dodla-ghee,Dodla Ghee,,200ml,Dodla,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Butter fat,Clarified butter,Ghee",Milk Fat 99.7%,"en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,,unknown,Fat and sauces,Fats,200,Ghee,https://images.openfoodfacts.org/images/products/890/602/448/2056/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2056/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2056/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2056/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2056/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2056/nutrition_en.8.200.jpg,,897,3753,,99.7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,20,e,,,,,unknown,Fat/Nuts/Oil/Seeds
8906024482032,http://world-en.openfoodfacts.org/product/8906024482032/dodla-ghee,Dodla Ghee,,1L,Dodla,GHEE,Milk Fat,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,20,e,Fat and sauces,Fats,1000,Ghee,https://images.openfoodfacts.org/images/products/890/602/448/2032/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2032/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/602/448/2032/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/2032/nutrition_en.4.200.jpg,,897,3753,,99.7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0,0,,,,,,,,,,,0,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,20,,,,,,,,,,,,20,e,,,,20,e,Fat/Nuts/Oil/Seeds
8906024480878,http://world-en.openfoodfacts.org/product/8906024480878/cow-milk-dodla,cow milk,,500ml,Dodla,"Dairies,Milks","Milk solids, Vitamin A (Retinyl Palmitate) and Vitamin D (Ergocalciferol) Allergens: Contains Milk FAT 3.5%, SNF 8.5%","en:may-contain-palm-oil,en:non-vegan,en:vegetarian",en:milk,,0,,2,b,Milk and dairy products,Milk and yogurt,500,Milks,https://images.openfoodfacts.org/images/products/890/602/448/0878/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0878/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0878/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0878/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0878/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0878/nutrition_en.4.200.jpg,,63,264,,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,4.8,4.8,,,,,,,,,,,,,,3.1,,,,0.1,,0.04,,0,,6.20E-07,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,2,b,,,,2,b,Beverages
8906024480380,http://world-en.openfoodfacts.org/product/8906024480380/toned-milk-dodla,Toned Milk,,500ml,Dodla,"Dairies, Milks, Pasteurised milks","Milk solids, Vitamin A (Retinyl Palmitate) and Vitamin D(Ergocalciferol)","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",en:milk,,0,,1,b,Milk and dairy products,Milk and yogurt,500,Pasteurised milks,https://images.openfoodfacts.org/images/products/890/602/448/0380/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0380/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0380/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0380/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0380/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0380/nutrition_en.3.200.jpg,,59,247,,3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,4.8,4.8,,,,,,,,,,,,,,3.1,,,,0.1,,0.04,,0,,6.20E-07,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,1,b,,,,1,b,Beverages
8906024480328,http://world-en.openfoodfacts.org/product/8906024480328/toned-milk-dodla,Toned Milk,,,Dodla,"Dairies,Milks,Pasteurised milks","Milk solids, Vitamin A (Retinyl Palmitate) and Vitamin D (Ergocalciferol)","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,1,b,Milk and dairy products,Milk and yogurt,,Pasteurised milks,https://images.openfoodfacts.org/images/products/890/602/448/0328/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0328/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0328/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0328/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0328/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/602/448/0328/nutrition_en.10.200.jpg,,59,247,,3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,4.8,4.8,,,,,,,,,,,,,,3.1,,,,0.1,,0.04,,0,,6.20E-07,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,1,b,,,,1,b,Beverages
